length ,width
30.17536851,30.12926261
10.26231213,7.907948793
10.04796671,9.576651097
12.11056377,10.62461095
10.33542123,11.58786158
30.15129805,29.60743052
9.434253541,9.036816198
9.483332674,9.227459437
16.15523453,13.70538515
10.71644204,22.00261199
10.50530655,15.08418316
9.59418029,10.6674112
11.35688028,9.538312076
9.935057569,15.11064898
8.772871422,21.66342052
10.8037217,18.34510392
13.81472813,15.7059396
30.26275849,29.77820558
30.73088458,30.15473146
9.543069692,21.57266329
9.622419337,19.57257486
8.89413392,15.56542808
9.678869916,10.8513297
11.38473536,10.90888739
10.3558409,17.77724942
9.678071081,19.64112912
11.49575515,19.10415148
29.78852024,29.6492408
10.16191619,14.30734542
10.83828853,11.02816888
10.81710814,9.339120935
11.18980442,18.1950965
14.82099729,14.73237039
29.90550089,29.87343663
9.737964934,15.09166804
10.83724054,10.71323263
14.60312517,15.96352091
10.06975421,15.63862225
10.78373761,9.558396437
13.11654844,12.84194234
9.433227877,15.70033077
15.7164293,16.79453724
9.950733421,15.33214913
9.074724176,15.6204528
10.9551974,21.35494885
29.70026127,30.25495246
16.58835789,15.64325755
9.561409563,15.29493907
15.24302183,14.2762291
30.72765827,30.47991302
14.3183516,13.67851472
16.50109251,12.99998431
9.956556661,15.38003439
30.40714597,29.96060736
10.37262541,19.65656351
9.685819478,14.9337264
10.59358741,10.92591125
29.86319207,30.75076715
8.274397756,19.23586432
8.968157612,9.127017455
31.34720443,30.00206245
9.64582574,19.75419325
29.25556955,30.76957546
9.556840395,8.66427671
8.443285049,20.22588603
9.724095819,19.75540198
30.8228257,29.97001412
30.10228526,30.69600673
30.58475872,30.18961045
10.27965371,19.10549704
10.76148285,18.24476297
15.24996362,14.86013999
29.60835508,29.72857642
30.04506719,31.09883226
10.68754517,14.52402178
8.620061305,11.59727609
6.910434261,11.17637437
15.6815254,14.93189156
9.361990437,15.3841258
12.14006366,18.02944659
9.664797176,15.21656478
10.27117403,15.04031365
11.04951851,19.79942826
29.38531647,30.02609065
13.42516333,15.69036247
7.453770781,19.30269738
10.02716553,15.45551243
30.08291711,29.29574686
10.14614653,20.24116284
9.890752353,21.41964678
10.22822846,14.5122822
15.62487101,15.21793124
15.9475452,15.84086975
13.63399735,14.54475712
10.84886702,9.526761207
10.19245972,14.71419563
9.063515943,10.35295229
7.512904431,19.62799968
14.65568452,14.84350929
30.17973542,29.85215665
9.299991399,15.35971814
10.45389496,14.92729621
10.65006925,8.064433797
29.71399474,29.50057404
10.38686372,20.19355948
10.3658054,19.77996109
15.36380157,14.97912554
29.50200492,30.21896565
9.825626862,21.44936272
9.660304424,15.27785524
9.720122157,14.48459415
9.633334404,15.35470866
30.51061439,30.35032351
10.71601904,7.470317875
8.037927354,12.53538166
30.4380383,30.2893509
9.25476859,15.05252106
10.34756731,19.41020647
29.53316699,29.36518912
10.16359411,9.201209796
9.288862119,19.54524866
30.2817413,30.21088365
10.75080664,8.853813419
9.633951523,10.67991964
9.452304329,19.06415841
9.334117789,12.45870112
29.54404348,29.89073807
9.689958383,15.0263578
30.04133225,30.2046874
9.887044173,9.931471721
10.85776911,9.618708239
9.835111912,14.43563267
9.360641189,19.84130225
30.8284329,29.07316952
12.19372958,20.46394012
10.21276264,18.94641067
28.94314629,30.18593608
8.016876657,19.36581571
30.35712205,30.4771072
9.848538597,14.36392908
30.11139617,30.02419611
9.173148617,15.26396131
10.2447867,14.88811223
15.7391929,16.26343959
10.08248398,8.490050314
9.868885649,14.32245545
11.64456159,20.22570316
30.38734013,30.50796242
9.73137425,8.36671227
11.44862199,20.2258084
10.29309496,14.65753136
9.900921936,15.51218991
15.31968538,15.6921371
11.23501447,19.17138937
16.21228674,14.88215
30.09643933,29.25682586
8.967990306,19.93473398
9.890572854,15.57908337
16.94602895,14.02830809
29.91851894,30.16377697
12.26060755,21.88672039
9.00609956,13.98827079
12.99272495,14.92082435
10.82111559,9.494625222
15.39293578,15.17390222
10.02168455,15.09016035
16.29858896,15.7197918
15.05318878,15.12132825
13.77511321,15.40253907
10.00362287,11.50955433
29.77338263,29.74433157
9.722129793,10.47638342
9.256750006,15.36969544
9.129829994,9.158074017
9.077103834,15.4113996
30.20952221,30.22004016
11.6885997,21.62426853
29.91177731,29.35720467
12.38264782,21.77843074
10.43814156,19.71415102
11.95756707,10.16113046
10.49935917,14.90535937
16.70093241,15.54654952
10.31937905,15.48367473
9.676822308,15.08228745
8.184738972,10.34154063
10.57864792,9.970677566
10.78085452,20.30734743
14.97978236,13.90330043
8.910473811,21.88971248
15.61568649,15.74543837
10.25012482,9.005473945
9.407528569,14.96341549
10.74345778,18.55234916
11.2191709,20.1426107
10.71017901,14.96693459
9.107456649,14.86674974
13.44206922,14.52129053
10.21150783,20.5230265
15.15846749,15.21527563
10.93219416,10.19384306
10.06507892,10.33680653
29.72131863,30.72063921
30.93112859,30.40790637
11.92719589,20.85578883
29.43224243,30.0746932
11.19437041,10.34415993
29.86641445,30.46291587
13.30194827,15.75739819
10.01188879,10.15348772
13.87075395,13.74280536
10.36202199,19.18535212
10.59122809,15.59953227
11.70852105,19.7422122
9.818463507,10.41147414
12.26820481,10.68392519
29.97706492,30.02560089
30.18402048,31.00913521
30.39281624,30.9847127
12.0348141,20.37963769
9.345320797,11.2980543
11.41094763,10.59135961
29.85404593,29.50822603
9.725449596,9.653215221
11.03513006,9.385364529
14.54483484,16.35149193
8.523674286,18.80845771
9.58783409,10.1816591
13.67046363,16.35329897
14.54593181,14.13703157
14.41820054,14.83292064
10.36777168,20.61447396
10.54099744,15.10473018
9.651340471,9.037826602
10.10580586,15.24828108
15.90129947,14.89040763
14.58932103,13.81136188
14.29702791,15.59342141
9.831071733,8.253807452
10.19106402,14.86369026
9.545701899,15.3175742
29.1278744,30.27864119
29.63340535,29.82884378
9.294981962,21.12534897
30.39119865,30.02599299
14.07351779,15.17175037
9.609408094,11.54429692
8.698236777,15.87720492
30.15389737,29.93384934
29.87580543,29.64600756
30.41965844,31.0321826
29.35756303,30.45008525
29.70561614,30.75897456
28.89118928,30.57447661
30.02833449,30.16368933
9.411495142,21.18027467
11.63538278,18.83716098
8.536505623,18.8944638
10.7998552,15.04489418
15.11211598,15.59177549
29.84018978,30.33173196
9.997224419,18.86728639
10.15630052,15.27502643
9.913191406,10.57386311
10.9659928,9.152101015
10.02446424,21.22982974
14.50513073,12.47435613
10.32614999,9.163678782
10.64042052,17.50187157
14.24159582,16.44792217
12.04310094,15.83299352
10.7738054,18.8633502
10.06711728,7.499794715
29.01947374,30.40939623
29.61696491,30.26467713
30.61207329,31.14097856
7.656768901,8.449130279
8.501994207,8.362134203
14.84882392,15.07047947
16.37644663,16.26473506
29.65058343,29.89197575
8.403380795,21.35013374
11.38465166,13.98105769
8.901088361,14.50536355
10.76655404,14.15794239
9.202036963,19.25407587
10.39672114,13.95960658
29.28811336,30.22188266
30.34200672,29.74986822
11.17790885,9.589581411
8.495467753,11.00614629
16.63264862,13.26914053
8.843392788,10.28863276
17.30559221,16.22107255
7.451469623,9.660920032
30.60000277,29.69815732
9.451605459,20.16747313
11.02914786,18.26744569
8.977180165,9.420972758
9.504958244,20.22967562
11.05349337,20.68318579
9.635852417,15.144049
11.72854837,20.04808949
11.92902612,21.5831584
9.690921383,19.38537809
13.85183968,12.29361248
30.56471898,30.3034463
10.22855898,15.7466551
13.418981,15.12783115
9.943719149,14.10347339
7.917119772,20.82242008
11.4911629,18.38889618
15.60029365,15.90601554
29.74618255,29.14554498
10.93152513,24.23390662
12.62858267,10.38637253
9.241854044,22.19270352
9.922093506,14.52231356
9.754903627,14.7757045
13.40765951,13.9369883
12.66182869,10.17775946
10.02229203,14.20949986
9.39514916,11.01524747
10.02959952,19.54445893
15.19967855,15.69140853
29.57102541,29.66197044
9.633286145,14.81128352
9.290507786,20.81301816
10.12969904,11.66545441
9.710570624,14.63066938
10.59329249,19.9738847
10.09429372,15.63069948
12.99234933,15.15443517
10.24120211,14.11132295
9.684853439,10.33414877
13.89131535,13.00120445
11.53537804,8.507315763
8.877737998,9.596726577
29.61182806,29.19432302
8.299161949,10.83731177
30.58365165,30.75573497
9.453036897,15.36636833
8.580771723,21.03824649
9.624830316,14.901133
7.679415009,8.792395775
9.01572225,9.753810346
29.49082939,29.73879748
13.00433717,13.60833565
11.06984802,15.52200301
10.37309746,10.51700033
13.76322864,14.40213905
29.83721972,29.94920979
9.274572754,15.04661361
10.18071442,19.06254185
11.9505992,10.72912011
10.73622403,10.01192241
8.309913939,21.70398912
14.22693705,16.08118554
15.07418498,14.66956812
8.576331951,9.167754403
12.86514055,20.50652332
10.7343048,19.52984033
13.8119444,13.9581546
9.65444744,14.37626555
15.34650511,15.3622905
30.5098398,29.59898133
16.88011586,15.60846123
8.39807319,20.16583597
8.517282764,18.03980737
15.62206844,15.64852622
9.56303835,9.343626233
10.91253072,20.04699324
10.22397796,18.30681703
10.23028832,12.32522796
8.973687894,8.630941416
30.01889709,30.36775305
10.1607522,11.01748371
14.04387122,15.75714428
14.78420365,14.03560734
12.17952095,10.54949233
12.91301026,16.48079554
9.911608139,14.6260042
30.45386058,30.24623771
12.89085203,21.95588532
10.20431454,10.32747012
10.28386591,8.087260385
15.57323403,16.00861451
14.26135645,14.58665879
14.14012775,14.63745556
10.06356086,10.77724173
10.78080746,10.87007858
9.613355773,11.9212301
14.68512551,15.2336296
11.29261671,19.00073595
14.77347365,14.89137404
11.63046755,12.09824236
11.10422038,18.52694159
10.01749749,15.45108152
10.14550687,18.19623849
29.66296493,30.80295866
10.26662897,15.16786796
9.818584456,14.10094873
10.51082286,10.56019594
10.97614752,12.55856743
17.44167605,14.08215964
9.788634798,14.4133852
30.37800456,30.36489276
10.48556686,9.817283138
15.05877544,12.67031834
9.574126278,14.97094617
29.4047421,30.00485291
9.761971665,15.18751614
10.59354894,14.69823164
15.29424318,16.01715273
30.33751776,29.61546027
9.861916811,10.80981486
8.863477461,22.23255673
10.57169311,18.75744052
16.70718118,16.04051544
9.182394733,21.21490668
11.09573991,9.40548407
9.415391364,15.3464633
14.03311667,12.85832304
7.175688563,18.55137868
9.907411947,15.95174221
11.00845607,10.32607102
16.02047363,16.01702373
10.71878735,15.38660493
10.71071451,15.01821563
29.67232609,30.00269964
9.234380803,14.27869162
10.22684369,20.13967547
13.82009325,13.86497276
15.9941704,14.09227949
29.42050629,30.25786478
9.278671583,9.970043688
10.53603407,14.75355121
10.59650264,15.27252854
8.253815229,9.778259571
9.949348551,15.11004477
30.38222111,30.45371806
29.67245905,30.62568642
8.301435235,8.679615512
9.40704973,10.51684664
14.18778515,13.92841152
11.10229621,9.519698041
14.58328632,15.37368151
9.21751586,7.047481306
30.29286368,29.94752788
11.25443023,12.28623673
9.506967945,14.98615628
10.7940285,9.498027114
11.55878767,20.09892763
10.13702218,19.83348189
10.18814002,15.33701311
9.879758922,15.09715832
9.961060379,9.312743148
29.81019731,30.0627852
29.52173787,30.47801694
10.59127449,19.94666664
10.92284215,11.53324805
30.05325597,29.54109638
10.46677988,20.48219817
9.23389872,20.1694013
10.34539894,14.87020255
10.07971833,10.01727562
9.312084757,14.59225332
16.63689195,14.58390384
10.58548576,15.23913529
29.99517046,29.80279731
29.50082489,30.15814914
10.43875144,10.98162675
12.67194534,14.73565212
29.92933966,30.49208655
30.12768001,30.03356264
30.7208657,29.66934163
16.7337026,14.40548635
14.99649057,12.11244136
10.10280948,11.48630795
9.747036757,14.53034041
10.59709105,17.66218459
10.28788846,20.0116774
30.3820551,30.09744332
10.85407543,19.06577424
9.538186592,15.35812198
30.27977312,30.14072097
14.06900021,15.20209045
10.11953917,9.288230397
10.79853247,12.60096724
30.20673655,30.20560231
14.25592185,17.67303351
29.69447287,30.21478365
10.51151818,19.02641044
9.350019465,10.443161
10.76214589,9.004936195
9.115543091,10.73678965
10.89667717,7.934010093
8.429407496,11.24243967
9.129819744,20.50619632
9.893354935,14.51162009
29.61061627,30.45118405
10.34127209,20.31463698
30.10854487,30.16041276
10.11008077,7.685829646
9.922013102,14.8846443
16.03125018,15.97990959
9.758952259,15.81501889
9.725080244,15.51223917
9.625387976,20.36128707
11.82363619,19.80753598
9.280293894,8.326872915
10.7732096,11.32362985
10.07530749,9.315460792
9.122822582,18.49220186
9.598314296,15.97494926
16.2613978,12.99764519
10.25482003,11.70458117
16.1799332,17.87564321
9.863680737,14.56825715
9.683552834,20.37271583
9.804780308,15.20883081
10.6121148,8.057065268
15.49399294,14.82697966
9.306862328,14.68669986
14.29414215,12.65667484
10.79682312,11.24262885
29.60618765,29.2607275
15.65820905,12.70082787
16.75086544,13.14817592
29.96384907,30.21996544
13.10650379,21.0591004
8.67254211,8.772349353
30.16360475,29.6038539
18.01364872,15.59415364
10.1683027,10.9043781
10.22297569,14.83665593
10.25332957,20.367193
8.169683864,9.480404831
15.72068449,13.01740234
10.54452823,10.63210807
9.945324966,20.85534436
9.996984192,14.33476305
16.53782853,14.61741322
29.65624875,30.60092535
11.08403537,10.83480914
30.18588216,29.79916215
10.26442393,14.97729784
11.51758275,21.23287403
30.51094952,28.64689452
10.56576504,15.3213597
9.816750342,10.79049803
10.30976121,14.70365629
30.10727823,30.46516608
10.89926011,9.12403316
30.07682682,30.49863959
9.859082932,15.40235742
9.899956274,14.67621588
15.22274588,15.84133476
9.934478968,14.85419128
9.768072546,19.58531502
10.65217192,10.37657194
30.50578676,29.6763087
8.633557957,19.61277785
12.41910579,19.16797262
10.57564844,18.42623913
10.42951654,15.5615302
11.13123833,18.8475999
9.777938136,8.702526988
9.682374078,15.46863498
10.18511454,20.10990181
10.37069733,21.08493512
10.63180653,11.83135828
10.06281565,21.64799976
9.324365384,21.26938194
8.67789543,20.1943611
9.481831868,14.88358387
9.820630856,15.4387996
11.13682329,8.781680496
15.75164536,14.05803232
8.83814544,8.923352726
29.7442967,29.807559
14.68118862,14.01738317
16.13458294,13.34989848
9.710561561,15.09808446
9.496244617,9.464621279
9.626033413,10.93594841
10.12550383,20.68971902
9.160626198,10.00638513
8.5696944,20.52674557
29.51797119,30.81903395
13.44410015,15.97693466
11.54301851,19.02058583
8.180550347,8.186285144
13.14679708,15.31165837
10.94519872,14.93163031
9.034694152,14.66079569
30.77036839,29.76331409
11.20130582,18.94872277
14.86517609,15.97856258
30.28070073,30.23256555
29.22683788,30.10306959
10.8823602,11.73343686
15.23758314,15.83485345
9.573685708,11.03916345
13.80257941,15.18433469
29.39847671,30.09906028
10.35575298,14.9073396
10.48792518,14.64397335
9.38794666,9.8367764
10.2587718,11.10999558
14.37504217,16.27798193
15.4713324,14.72789205
13.96301995,16.46544904
9.445859205,8.724264615
29.52223061,29.82812354
10.07225823,20.76304604
16.96658861,15.22139159
9.492085811,10.73403556
30.45913307,29.98789052
10.61641804,14.26015648
9.660395662,19.63294077
29.79796772,30.23022721
10.5112235,15.10114248
9.67964562,16.26446903
29.78076039,30.53897817
13.86831826,15.32205388
17.33897953,15.11928751
9.262950326,14.6595387
9.510592231,22.7653867
29.80530869,29.54083519
9.820319377,14.5858162
29.30368395,29.30369832
10.42852303,17.47229423
10.03290838,15.66014288
10.07648208,18.35881592
30.87552494,30.83785782
16.04345417,14.31069664
15.06571666,15.81938572
29.78201349,29.97559922
10.60835803,19.98598152
30.42814064,29.85580006
10.740006,15.88352617
8.27457286,9.409738316
8.234421377,11.11792981
15.61702305,16.18844641
9.590131856,14.43731191
30.17244583,29.70804888
10.67295313,9.006136645
9.728165838,21.84099199
30.03096977,30.94965656
10.2689327,19.00812243
12.49396233,15.305856
9.987964321,15.31493712
12.31465251,9.585323744
12.6467989,10.25608294
8.40401886,10.0214019
10.0136213,10.56035154
9.10175853,9.531975617
9.818435776,15.36461336
13.51131111,14.51578807
16.28852976,16.39163072
29.3709545,30.07253459
9.40343375,15.43698217
29.71330644,30.23419847
10.85307848,19.30101212
13.52064915,15.40645852
9.678791454,14.92297297
9.925498491,9.896401282
8.402238153,19.59158707
9.297572872,18.77506403
29.70429522,29.68199529
16.58190345,15.62545443
9.848493815,10.87099492
30.20900207,29.58410178
30.12688798,29.82563291
11.60932346,16.16488265
30.41379294,30.05985494
10.5282343,13.93545939
14.35284069,14.29798891
10.62034188,9.577612447
8.571734097,19.46521816
9.331430041,20.11290429
10.56499317,6.36903439
11.40262806,21.6369091
8.240385894,8.144071757
8.472796462,11.39403465
10.66300466,12.164115
9.843508409,9.568696049
29.26935241,29.90997009
10.11586833,15.36399252
15.60084599,16.34015515
15.56655893,15.92073613
30.28235579,30.73299643
9.305227489,11.58395867
9.340637146,15.21417804
9.941477254,15.37816387
10.07601588,14.65136805
8.969621549,20.47385267
10.31742018,20.26827873
30.05635135,30.08148482
11.27490956,18.30881055
15.36433008,13.49274026
10.82839382,21.94882621
9.657399152,19.66588542
11.75124319,20.93359809
15.21087475,15.9396861
10.39257345,14.83404087
13.80169038,14.90190772
11.93616385,10.62388891
8.317729966,21.05791282
13.56869455,15.8447917
29.51848315,29.99901762
29.48431584,29.31673625
29.8745833,29.78992502
16.20875306,14.59846177
30.11544551,30.04696528
17.16029867,14.79173999
11.56601537,9.73828488
9.989789938,15.87704692
10.67103879,14.60827474
8.10160821,8.62203801
15.67618973,13.71002765
30.43003092,30.42637227
12.19283497,9.896972448
29.57065318,30.22641033
29.676215,30.09390981
9.626402242,19.38044627
10.55247574,10.95919081
29.32091855,30.47253076
10.41565686,14.6246433
9.662084817,10.3359101
10.21072283,15.11971976
14.87728282,14.55896755
10.62651857,19.81373793
9.253015246,14.91313311
9.436679065,7.638941512
10.03055679,15.36054159
8.006538832,18.5567484
10.40217413,9.770611088
10.29352548,14.79037193
29.55120442,30.99634806
30.67014728,29.60997109
13.4644662,14.02701395
30.45725061,30.04351411
10.04842333,14.9464491
29.92814997,31.4582711
15.51757119,14.12876443
16.92700336,14.23176326
13.92242576,14.90978933
9.585247995,14.29158361
29.73645281,29.47432119
14.23706197,16.39679276
10.32946466,14.57465781
29.29634889,30.90949106
10.44524759,20.53070766
11.10798717,18.94345541
9.633219424,14.81874517
9.335604181,19.86779399
16.39861815,14.30566236
9.875634336,14.40882912
30.11141855,29.17485368
11.12515381,10.21399919
10.15444709,8.841530961
10.10227028,19.94199494
14.24043785,15.33083751
7.24419121,9.268932567
28.82611986,30.33127516
15.81728128,14.37539917
9.247872148,9.220852273
30.02492132,29.68094065
29.60498154,29.92189158
9.211638026,9.360314653
11.36335932,10.73940865
11.58741098,20.27708706
9.858582468,18.44390886
9.031717134,17.65159293
9.698014412,11.54787624
11.97068675,20.3223436
13.85589673,14.50269428
9.523018388,16.168079
29.70389384,30.30617634
9.695819522,15.23833527
10.99784526,8.906226728
9.044178305,20.06812574
11.4101826,20.72159201
14.90042446,14.73259708
10.37555883,22.65658554
10.92276385,9.867124514
9.381032558,21.01759493
14.86845955,16.42821762
9.691108061,19.33854753
10.01439386,17.72777529
10.1334406,9.111135407
16.21259814,15.06550108
9.68866432,10.13942255
30.04219495,30.23197955
9.756598783,15.54701719
10.23180897,18.5003467
16.00502038,14.11822891
7.945444387,11.78034358
29.60254391,29.57440979
14.73611358,13.63276112
14.65372204,14.54624808
11.12714101,20.4622995
10.04222992,9.45933691
9.11647111,8.911227709
10.42872891,14.91961028
13.15926625,11.63517076
30.25182321,30.15045116
7.903708637,8.640862319
29.15873295,30.21934505
7.724697949,22.84385963
30.57895976,30.02987168
10.96312902,9.664791501
30.38713202,30.27930583
31.03481459,30.16812997
12.2475242,10.20697807
29.66854482,30.0459615
30.15155549,29.55340574
16.81387779,14.51560235
8.465659878,8.576086473
15.5452417,15.30546217
29.12702335,29.62167804
9.145041422,15.16323164
14.00378329,16.05870296
7.363650784,9.337638097
9.259799599,15.96155185
10.42213322,15.69026158
9.780345482,10.97746751
29.99810196,30.27644045
7.926435869,8.152113939
10.33180114,14.9184125
8.692950841,20.02821183
11.47265175,10.47616463
11.94387471,21.06582604
10.7533334,14.32718673
10.51134835,13.82143983
10.54131525,14.84917518
9.727290254,15.27734911
10.61500321,10.89271269
11.42284096,22.26194536
9.683875126,14.41467947
8.481099258,21.26802163
30.80193093,29.08882969
29.48489107,30.10973929
29.59826583,29.78742196
30.19438871,30.07898356
16.01588604,15.95042842
8.454727905,19.4216776
9.400028581,15.02428018
9.855559098,9.293934909
11.01204159,7.638472092
14.97420212,14.83696337
15.58846413,13.90862244
10.20712855,14.76629912
13.60075074,15.78058462
13.84049189,14.66187407
28.98806098,30.09090561
11.09375594,15.27914433
28.9908955,29.37468602
30.04772688,30.40939893
11.50022998,19.76909923
16.58866653,13.19117055
29.46420698,29.51003384
10.16881677,8.385885918
10.28456914,14.84931354
9.602931871,12.4933936
9.7866168,20.78482066
15.3493913,15.94642978
10.71259293,14.78332726
8.884917008,20.79409935
8.406430589,16.19689028
29.34419006,29.93124147
30.43831138,29.67317524
9.517263246,14.78168766
