length,width,label,outlier
8.518594712999999,20.86851149,3,0
10.67160684,14.86434596,0,0
9.646863751,14.97462337,0,0
10.25049094,16.55165821,0,0
10.43449405,15.09575087,0,0
29.28320073,29.4273172,1,0
10.14223044,15.27727937,0,0
10.14276829,10.20215221,4,0
8.185922892,18.11308826,3,0
30.66570155,30.23523752,1,0
9.54970765,20.36917191,3,0
29.86911731,29.22393805,1,0
8.323199286,9.92856295,4,0
10.25432263,11.10412403,4,0
29.65698428,30.28228256,1,0
9.843581979,14.37682025,0,0
8.772566419,9.363916635,4,0
30.64169994,29.54050248,1,0
11.01501352,20.63235916,3,0
9.963189712,9.457688895,4,0
11.25024476,20.81570644,3,0
10.87286352,20.29885965,3,0
9.556388384,19.59644161,3,0
30.07305076,30.13686324,1,0
11.39842653,21.15380458,3,0
15.54094373,14.34768033,2,0
7.765204142000001,11.31500832,4,0
14.86469647,15.90266039,2,0
9.981341149,19.09752714,3,0
15.81475006,14.68865774,2,0
11.52668455,21.81170064,3,0
30.07309562,31.60644205,1,0
8.869819446000001,10.1268196,4,0
8.574861289,20.62975346,3,0
30.28663976,29.40755906,1,0
29.1444828,29.66003488,1,0
8.966730636,14.97310572,0,0
9.96658492,20.43996131,3,0
15.24663039,15.93905737,2,0
10.0923099,15.10319392,0,0
10.49156476,14.42123286,0,0
14.43831525,13.8629258,2,0
11.50325352,20.44082005,3,0
10.43894469,15.01262541,0,0
9.98475455,19.64589733,3,0
12.25704283,18.60948681,3,0
9.457039983,15.36711631,0,0
9.028649855,18.176273000000002,3,0
29.93104783,29.39137437,1,0
15.48758048,15.58259526,2,0
14.6874185,15.88616912,2,0
9.239774187,10.81585529,4,0
10.35664282,19.29915316,3,0
9.488650936,12.55947559,0,0
29.81734309,29.79307847,1,0
16.49597375,16.02578699,2,0
11.99842764,15.68128151,0,0
9.548817571,8.964640261,4,0
15.11145378,15.71001761,2,0
10.03453935,14.90867571,0,0
17.03152241,14.35515641,2,0
9.102602407000001,20.05227699,3,0
8.595637475,19.10874643,3,0
14.27312212,16.23702245,2,0
10.44048527,19.46496706,3,0
30.02028158,29.83610762,1,0
11.47147127,20.85807821,3,0
9.078857846,9.222141325,4,0
30.68275464,29.40284699,1,0
8.436592168999999,7.662255968999999,4,0
14.0041323,14.49265532,2,0
14.57387929,16.48135579,2,0
14.6700696,14.84913721,2,0
30.39552222,29.43878175,1,0
13.00935346,19.0039346,3,1
29.70930263,29.32537797,1,0
29.48877861,31.25522048,1,0
16.53711318,16.39557471,2,0
10.55976975,21.15813657,3,0
11.38712405,9.943851095,4,0
9.672634026,11.09675616,4,0
9.145111571000001,8.342027994,4,0
8.19777919,19.49451909,3,0
15.53707928,13.99303141,2,0
12.26832126,15.07388262,0,0
15.12940257,14.20970739,2,0
30.08729197,30.78130303,1,0
10.36376999,14.79598745,0,0
8.526353884,11.08957521,4,0
8.175857792,8.571202904,4,0
9.759450192000001,15.26759165,0,0
11.96028412,19.45326949,3,0
9.787560701,13.97064293,0,0
16.43851674,13.61937616,2,0
10.43925614,9.34610905,4,0
9.341341401000001,17.93731939,3,0
11.35527028,19.47107399,3,0
8.525077426000001,19.31736439,3,0
30.05741022,29.79843595,1,0
8.507496061,19.10235887,3,0
9.369890262,14.68707005,0,0
14.65743191,14.14392708,2,0
30.25274479,30.62822589,1,0
30.60282485,30.27132183,1,0
10.48396175,8.919325085,4,0
30.36197449,29.45886534,1,0
30.36758349,30.05788719,1,0
9.042735112,18.67705558,3,0
16.0001706,16.77373387,2,0
9.873282671,19.95294778,3,0
10.85231115,19.82356474,3,0
29.56842423,30.81696653,1,0
10.74315205,14.54019706,0,0
9.746091744,14.62742655,0,0
9.593954513,14.50391682,0,0
14.56744612,13.37299767,2,0
30.32183729,29.99406525,1,0
11.24602893,11.27256528,4,0
30.17536851,30.12926261,1,0
10.26231213,7.907948792999999,4,0
10.04796671,9.576651097000001,4,0
12.11056377,10.62461095,4,0
10.33542123,11.58786158,4,0
30.15129805,29.60743052,1,0
9.434253541,9.036816198,4,0
9.483332674,9.227459437,4,0
16.15523453,13.70538515,2,0
10.71644204,22.00261199,3,0
10.50530655,15.08418316,0,0
9.59418029,10.6674112,4,0
11.35688028,9.538312076,4,0
9.935057569,15.11064898,0,0
8.772871422,21.66342052,3,0
10.803721699999999,18.34510392,3,0
13.81472813,15.7059396,2,0
30.26275849,29.77820558,1,0
30.73088458,30.15473146,1,0
9.543069692000001,21.57266329,3,0
9.622419337,19.57257486,3,0
8.89413392,15.56542808,0,0
9.678869916,10.851329699999999,4,0
11.38473536,10.90888739,4,0
10.3558409,17.77724942,3,0
9.678071081,19.64112912,3,0
11.49575515,19.10415148,3,0
29.78852024,29.6492408,1,0
10.16191619,14.30734542,0,0
10.83828853,11.02816888,4,0
10.81710814,9.339120935,4,0
11.18980442,18.1950965,3,0
14.82099729,14.73237039,2,0
29.90550089,29.87343663,1,0
9.737964933999999,15.09166804,0,0
10.83724054,10.71323263,4,0
14.60312517,15.96352091,2,0
10.06975421,15.63862225,0,0
10.78373761,9.558396437,4,0
13.11654844,12.84194234,2,0
9.433227877,15.70033077,0,0
15.7164293,16.79453724,2,0
9.950733421,15.33214913,0,0
9.074724176,15.620452800000002,0,0
10.9551974,21.35494885,3,0
29.70026127,30.25495246,1,0
16.58835789,15.64325755,2,0
9.561409563,15.29493907,0,0
15.24302183,14.2762291,2,0
30.72765827,30.47991302,1,0
14.3183516,13.67851472,2,0
16.50109251,12.99998431,2,0
9.956556661,15.38003439,0,0
30.40714597,29.96060736,1,0
10.37262541,19.65656351,3,0
9.685819477999999,14.9337264,0,0
10.59358741,10.92591125,4,0
29.86319207,30.75076715,1,0
8.274397756,19.23586432,3,0
8.968157612,9.127017455,4,0
31.34720443,30.00206245,1,0
9.64582574,19.75419325,3,0
29.25556955,30.76957546,1,0
9.556840395,8.66427671,4,0
8.443285049,20.22588603,3,0
9.724095819,19.75540198,3,0
30.8228257,29.97001412,1,0
30.10228526,30.69600673,1,0
30.58475872,30.18961045,1,0
10.27965371,19.10549704,3,0
10.76148285,18.24476297,3,0
15.24996362,14.86013999,2,0
29.60835508,29.72857642,1,0
30.04506719,31.09883226,1,0
10.68754517,14.52402178,0,0
8.620061305,11.59727609,4,0
6.910434261,11.17637437,4,1
15.681525400000002,14.93189156,2,0
9.361990437000001,15.3841258,0,0
12.14006366,18.02944659,3,0
9.664797176,15.21656478,0,0
10.27117403,15.04031365,0,0
11.04951851,19.79942826,3,0
29.38531647,30.02609065,1,0
13.42516333,15.69036247,2,0
7.453770781,19.30269738,3,0
10.02716553,15.45551243,0,0
30.08291711,29.29574686,1,0
10.14614653,20.24116284,3,0
9.890752353,21.41964678,3,0
10.22822846,14.512282199999998,0,0
15.62487101,15.21793124,2,0
15.947545199999999,15.84086975,2,0
13.63399735,14.54475712,2,0
10.84886702,9.526761207,4,0
10.19245972,14.71419563,0,0
9.063515942999999,10.35295229,4,0
7.512904431,19.62799968,3,0
14.65568452,14.84350929,2,0
30.17973542,29.85215665,1,0
9.299991399,15.35971814,0,0
10.45389496,14.92729621,0,0
10.65006925,8.064433797000001,4,0
29.71399474,29.50057404,1,0
10.38686372,20.19355948,3,0
10.365805400000001,19.77996109,3,0
15.36380157,14.97912554,2,0
29.50200492,30.21896565,1,0
9.825626862,21.44936272,3,0
9.660304424,15.27785524,0,0
9.720122157,14.48459415,0,0
9.633334404,15.35470866,0,0
30.51061439,30.35032351,1,0
10.71601904,7.470317875,4,0
8.037927353999999,12.53538166,0,1
30.438038300000002,30.289350899999995,1,0
9.25476859,15.05252106,0,0
10.34756731,19.41020647,3,0
29.53316699,29.36518912,1,0
10.16359411,9.201209796,4,0
9.288862119,19.54524866,3,0
30.2817413,30.21088365,1,0
10.75080664,8.853813419,4,0
9.633951523,10.67991964,4,0
9.452304329,19.06415841,3,0
9.334117789,12.45870112,4,0
29.54404348,29.89073807,1,0
9.689958382999999,15.026357800000001,0,0
30.04133225,30.2046874,1,0
9.887044173,9.931471721,4,0
10.85776911,9.618708239,4,0
9.835111912,14.43563267,0,0
9.360641188999999,19.84130225,3,0
30.828432899999996,29.07316952,1,0
12.19372958,20.46394012,3,0
10.21276264,18.94641067,3,0
28.94314629,30.18593608,1,0
8.016876657000001,19.36581571,3,0
30.35712205,30.4771072,1,0
9.848538597000001,14.36392908,0,0
30.11139617,30.02419611,1,0
9.173148617,15.26396131,0,0
10.2447867,14.88811223,0,0
15.7391929,16.26343959,2,0
10.08248398,8.490050314,4,0
9.868885649,14.32245545,0,0
11.64456159,20.22570316,3,0
30.38734013,30.50796242,1,0
9.73137425,8.36671227,4,0
11.44862199,20.2258084,3,0
10.29309496,14.65753136,0,0
9.900921936,15.51218991,0,0
15.31968538,15.692137099999998,2,0
11.23501447,19.17138937,3,0
16.21228674,14.88215,2,0
30.09643933,29.25682586,1,0
8.967990306,19.93473398,3,0
9.890572854,15.57908337,0,0
16.94602895,14.02830809,2,0
29.91851894,30.16377697,1,0
12.26060755,21.88672039,3,0
9.00609956,13.98827079,0,0
12.99272495,14.92082435,2,0
10.82111559,9.494625222,4,0
15.39293578,15.17390222,2,0
10.02168455,15.09016035,0,0
16.29858896,15.719791800000001,2,0
15.05318878,15.12132825,2,0
13.77511321,15.40253907,2,0
10.00362287,11.50955433,4,0
29.77338263,29.74433157,1,0
9.722129792999999,10.47638342,4,0
9.256750006,15.36969544,0,0
9.129829994,9.158074017,4,0
9.077103833999999,15.4113996,0,0
30.20952221,30.22004016,1,0
11.6885997,21.62426853,3,0
29.91177731,29.35720467,1,0
12.38264782,21.77843074,3,0
10.43814156,19.71415102,3,0
11.95756707,10.16113046,4,0
10.49935917,14.90535937,0,0
16.70093241,15.54654952,2,0
10.31937905,15.48367473,0,0
9.676822308,15.08228745,0,0
8.184738972,10.34154063,4,0
10.57864792,9.970677566,4,0
10.78085452,20.30734743,3,0
14.97978236,13.90330043,2,0
8.910473811000001,21.88971248,3,0
15.61568649,15.74543837,2,0
10.25012482,9.005473945,4,0
9.407528569,14.96341549,0,0
10.74345778,18.55234916,3,0
11.2191709,20.1426107,3,0
10.71017901,14.96693459,0,0
9.107456649,14.86674974,0,0
13.44206922,14.52129053,2,0
10.21150783,20.5230265,3,0
15.15846749,15.21527563,2,0
10.93219416,10.19384306,4,0
10.06507892,10.33680653,4,0
29.72131863,30.72063921,1,0
30.93112859,30.40790637,1,0
11.92719589,20.85578883,3,0
29.43224243,30.0746932,1,0
11.19437041,10.34415993,4,0
29.86641445,30.46291587,1,0
13.30194827,15.75739819,2,0
10.01188879,10.15348772,4,0
13.87075395,13.74280536,2,0
10.36202199,19.18535212,3,0
10.59122809,15.59953227,0,0
11.70852105,19.7422122,3,0
9.818463507,10.41147414,4,0
12.26820481,10.68392519,4,0
29.97706492,30.02560089,1,0
30.18402048,31.00913521,1,0
30.39281624,30.9847127,1,0
12.0348141,20.37963769,3,0
9.345320797000001,11.2980543,4,0
11.41094763,10.59135961,4,0
29.85404593,29.50822603,1,0
9.725449596,9.653215221,4,0
11.03513006,9.385364529,4,0
14.54483484,16.35149193,2,0
8.523674286,18.80845771,3,0
9.58783409,10.1816591,4,0
13.67046363,16.35329897,2,0
14.54593181,14.13703157,2,0
14.41820054,14.83292064,2,0
10.36777168,20.61447396,3,0
10.54099744,15.10473018,0,0
9.651340471000001,9.037826602,4,0
10.10580586,15.24828108,0,0
15.90129947,14.89040763,2,0
14.58932103,13.81136188,2,0
14.29702791,15.59342141,2,0
9.831071733,8.253807452,4,0
10.19106402,14.86369026,0,0
9.545701898999999,15.3175742,0,0
29.1278744,30.27864119,1,0
29.63340535,29.82884378,1,0
9.294981962,21.12534897,3,0
30.39119865,30.02599299,1,0
14.07351779,15.17175037,2,0
9.609408093999999,11.54429692,4,0
8.698236777,15.87720492,0,0
30.15389737,29.93384934,1,0
29.87580543,29.64600756,1,0
30.41965844,31.0321826,1,0
29.35756303,30.45008525,1,0
29.70561614,30.75897456,1,0
28.89118928,30.57447661,1,0
30.02833449,30.16368933,1,0
9.411495142,21.18027467,3,0
11.63538278,18.83716098,3,0
8.536505623,18.8944638,3,0
10.7998552,15.04489418,0,0
15.11211598,15.59177549,2,0
29.84018978,30.33173196,1,0
9.997224419,18.86728639,3,0
10.15630052,15.27502643,0,0
9.913191406000001,10.57386311,4,0
10.965992800000002,9.152101015,4,0
10.02446424,21.22982974,3,0
14.50513073,12.47435613,2,0
10.32614999,9.163678782,4,0
10.64042052,17.50187157,0,0
14.24159582,16.44792217,2,0
12.04310094,15.83299352,0,0
10.7738054,18.8633502,3,0
10.06711728,7.499794715,4,0
29.01947374,30.40939623,1,0
29.61696491,30.26467713,1,0
30.61207329,31.14097856,1,0
7.656768901,8.449130279,4,0
8.501994207000001,8.362134203,4,0
14.84882392,15.07047947,2,0
16.37644663,16.26473506,2,0
29.65058343,29.89197575,1,0
8.403380795,21.35013374,3,0
11.38465166,13.98105769,0,0
8.901088361000001,14.50536355,0,0
10.76655404,14.15794239,0,0
9.202036963,19.25407587,3,0
10.39672114,13.95960658,0,0
29.28811336,30.22188266,1,0
30.34200672,29.74986822,1,0
11.17790885,9.589581411000001,4,0
8.495467753,11.00614629,4,0
16.63264862,13.26914053,2,0
8.843392788,10.28863276,4,0
17.30559221,16.22107255,2,0
7.4514696229999995,9.660920032,4,0
30.60000277,29.69815732,1,0
9.451605459,20.16747313,3,0
11.02914786,18.26744569,3,0
8.977180165,9.420972758,4,0
9.504958244,20.22967562,3,0
11.05349337,20.68318579,3,0
9.635852417,15.144048999999999,0,0
11.72854837,20.04808949,3,0
11.92902612,21.5831584,3,0
9.690921383,19.38537809,3,0
13.85183968,12.29361248,2,0
30.56471898,30.303446299999997,1,0
10.22855898,15.7466551,0,0
13.418981,15.12783115,2,0
9.943719149,14.10347339,0,0
7.917119772,20.82242008,3,0
11.4911629,18.38889618,3,0
15.60029365,15.90601554,2,0
29.74618255,29.14554498,1,0
10.93152513,24.23390662,3,1
12.62858267,10.38637253,4,0
9.241854044,22.19270352,3,0
9.922093506,14.52231356,0,0
9.754903627000001,14.775704500000002,0,0
13.40765951,13.9369883,2,0
12.66182869,10.17775946,4,0
10.02229203,14.20949986,0,0
9.39514916,11.01524747,4,0
10.02959952,19.54445893,3,0
15.19967855,15.69140853,2,0
29.57102541,29.66197044,1,0
9.633286145,14.81128352,0,0
9.290507786000001,20.81301816,3,0
10.12969904,11.66545441,4,0
9.710570623999999,14.63066938,0,0
10.59329249,19.9738847,3,0
10.09429372,15.63069948,0,0
12.99234933,15.15443517,2,0
10.24120211,14.11132295,0,0
9.684853439,10.33414877,4,0
13.89131535,13.00120445,2,0
11.53537804,8.507315763,4,0
8.877737997999999,9.596726577,4,0
29.61182806,29.19432302,1,0
8.299161949,10.83731177,4,0
30.58365165,30.75573497,1,0
9.453036897,15.36636833,0,0
8.580771723,21.03824649,3,0
9.624830316,14.901132999999998,0,0
7.6794150089999995,8.792395775,4,0
9.01572225,9.753810346,4,0
29.49082939,29.73879748,1,0
13.00433717,13.60833565,2,0
11.06984802,15.52200301,0,0
10.37309746,10.51700033,4,0
13.76322864,14.40213905,2,0
29.83721972,29.94920979,1,0
9.274572754,15.04661361,0,0
10.18071442,19.06254185,3,0
11.9505992,10.72912011,4,0
10.73622403,10.01192241,4,0
8.309913939,21.70398912,3,0
14.22693705,16.08118554,2,0
15.07418498,14.66956812,2,0
8.576331951,9.167754403,4,0
12.86514055,20.50652332,3,0
10.7343048,19.52984033,3,0
13.811944400000002,13.9581546,2,0
9.65444744,14.37626555,0,0
15.34650511,15.3622905,2,0
30.509839799999998,29.59898133,1,0
16.88011586,15.60846123,2,0
8.39807319,20.16583597,3,0
8.517282763999999,18.03980737,3,0
15.62206844,15.64852622,2,0
9.56303835,9.343626233,4,0
10.91253072,20.04699324,3,0
10.22397796,18.30681703,3,0
10.23028832,12.32522796,4,0
8.973687894,8.630941416,4,0
30.01889709,30.36775305,1,0
10.1607522,11.01748371,4,0
14.04387122,15.75714428,2,0
14.78420365,14.03560734,2,0
12.17952095,10.54949233,4,0
12.91301026,16.48079554,2,0
9.911608139,14.626004199999999,0,0
30.45386058,30.24623771,1,0
12.89085203,21.95588532,3,1
10.20431454,10.32747012,4,0
10.28386591,8.087260385,4,0
15.57323403,16.00861451,2,0
14.26135645,14.58665879,2,0
14.14012775,14.63745556,2,0
10.06356086,10.77724173,4,0
10.78080746,10.87007858,4,0
9.613355773,11.921230099999999,4,0
14.68512551,15.2336296,2,0
11.29261671,19.00073595,3,0
14.77347365,14.89137404,2,0
11.63046755,12.09824236,4,0
11.10422038,18.52694159,3,0
10.01749749,15.45108152,0,0
10.14550687,18.19623849,3,0
29.66296493,30.80295866,1,0
10.26662897,15.16786796,0,0
9.818584456,14.10094873,0,0
10.51082286,10.56019594,4,0
10.97614752,12.55856743,0,0
17.44167605,14.08215964,2,0
9.788634798,14.413385199999999,0,0
30.37800456,30.36489276,1,0
10.48556686,9.817283137999999,4,0
15.05877544,12.67031834,2,0
9.574126278,14.97094617,0,0
29.404742100000004,30.00485291,1,0
9.761971665,15.18751614,0,0
10.59354894,14.69823164,0,0
15.29424318,16.01715273,2,0
30.33751776,29.61546027,1,0
9.861916811,10.80981486,4,0
8.863477461,22.23255673,3,0
10.57169311,18.75744052,3,0
16.70718118,16.04051544,2,0
9.182394732999999,21.21490668,3,0
11.09573991,9.40548407,4,0
9.415391364,15.3464633,0,0
14.03311667,12.85832304,2,0
7.175688563,18.55137868,3,1
9.907411947,15.95174221,0,0
11.00845607,10.32607102,4,0
16.02047363,16.01702373,2,0
10.71878735,15.38660493,0,0
10.71071451,15.01821563,0,0
29.67232609,30.00269964,1,0
9.234380802999999,14.27869162,0,0
10.22684369,20.13967547,3,0
13.82009325,13.86497276,2,0
15.9941704,14.09227949,2,0
29.42050629,30.25786478,1,0
9.278671583,9.970043687999999,4,0
10.53603407,14.75355121,0,0
10.59650264,15.27252854,0,0
8.253815229,9.778259571,4,0
9.949348551,15.11004477,0,0
30.38222111,30.45371806,1,0
29.67245905,30.62568642,1,0
8.301435235,8.679615512,4,0
9.40704973,10.51684664,4,0
14.18778515,13.92841152,2,0
11.10229621,9.519698041,4,0
14.58328632,15.37368151,2,0
9.21751586,7.047481306,4,1
30.29286368,29.94752788,1,0
11.25443023,12.28623673,4,0
9.506967945,14.98615628,0,0
10.7940285,9.498027114,4,0
11.55878767,20.09892763,3,0
10.13702218,19.83348189,3,0
10.18814002,15.33701311,0,0
9.879758922,15.09715832,0,0
9.961060379,9.312743148,4,0
29.81019731,30.0627852,1,0
29.52173787,30.47801694,1,0
10.59127449,19.94666664,3,0
10.92284215,11.53324805,4,0
30.05325597,29.54109638,1,0
10.46677988,20.48219817,3,0
9.23389872,20.1694013,3,0
10.34539894,14.87020255,0,0
10.07971833,10.01727562,4,0
9.312084757000001,14.59225332,0,0
16.63689195,14.58390384,2,0
10.58548576,15.23913529,0,0
29.99517046,29.80279731,1,0
29.50082489,30.15814914,1,0
10.43875144,10.98162675,4,0
12.67194534,14.73565212,2,0
29.92933966,30.49208655,1,0
30.12768001,30.03356264,1,0
30.7208657,29.66934163,1,0
16.733702599999997,14.40548635,2,0
14.99649057,12.11244136,2,0
10.10280948,11.48630795,4,0
9.747036757,14.53034041,0,0
10.59709105,17.66218459,3,0
10.28788846,20.011677399999996,3,0
30.382055100000002,30.09744332,1,0
10.85407543,19.06577424,3,0
9.538186592,15.35812198,0,0
30.27977312,30.14072097,1,0
14.06900021,15.20209045,2,0
10.11953917,9.288230397000001,4,0
10.79853247,12.60096724,0,0
30.20673655,30.20560231,1,0
14.25592185,17.67303351,2,0
29.69447287,30.21478365,1,0
10.51151818,19.02641044,3,0
9.350019465,10.443161,4,0
10.76214589,9.004936195,4,0
9.115543091000001,10.73678965,4,0
10.89667717,7.9340100929999995,4,0
8.429407496,11.24243967,4,0
9.129819744,20.50619632,3,0
9.893354935,14.51162009,0,0
29.61061627,30.45118405,1,0
10.34127209,20.31463698,3,0
30.10854487,30.16041276,1,0
10.11008077,7.685829646,4,0
9.922013102000001,14.8846443,0,0
16.03125018,15.97990959,2,0
9.758952258999999,15.81501889,0,0
9.725080243999999,15.51223917,0,0
9.625387976,20.36128707,3,0
11.82363619,19.80753598,3,0
9.280293894,8.326872915,4,0
10.7732096,11.32362985,4,0
10.07530749,9.315460792,4,0
9.122822582000001,18.49220186,3,0
9.598314296,15.97494926,0,0
16.2613978,12.99764519,2,0
10.25482003,11.70458117,4,0
16.1799332,17.87564321,2,1
9.863680737000001,14.56825715,0,0
9.683552834,20.37271583,3,0
9.804780308,15.20883081,0,0
10.6121148,8.057065267999999,4,0
15.49399294,14.82697966,2,0
9.306862328,14.68669986,0,0
14.29414215,12.65667484,2,0
10.79682312,11.24262885,4,0
29.60618765,29.2607275,1,0
15.65820905,12.70082787,2,0
16.75086544,13.14817592,2,0
29.96384907,30.21996544,1,0
13.10650379,21.0591004,3,1
8.67254211,8.772349353,4,0
30.16360475,29.6038539,1,0
18.01364872,15.59415364,2,0
10.168302699999998,10.9043781,4,0
10.22297569,14.83665593,0,0
10.25332957,20.367193,3,0
8.169683864,9.480404831,4,0
15.72068449,13.01740234,2,0
10.54452823,10.63210807,4,0
9.945324966,20.85534436,3,0
9.996984192000001,14.33476305,0,0
16.53782853,14.61741322,2,0
29.65624875,30.60092535,1,0
11.08403537,10.83480914,4,0
30.18588216,29.79916215,1,0
10.26442393,14.97729784,0,0
11.51758275,21.23287403,3,0
30.51094952,28.64689452,1,0
10.56576504,15.321359699999999,0,0
9.816750342,10.79049803,4,0
10.30976121,14.70365629,0,0
30.10727823,30.46516608,1,0
10.89926011,9.12403316,4,0
30.07682682,30.49863959,1,0
9.859082932,15.40235742,0,0
9.899956274,14.67621588,0,0
15.22274588,15.84133476,2,0
9.934478967999999,14.85419128,0,0
9.768072546,19.58531502,3,0
10.65217192,10.37657194,4,0
30.50578676,29.6763087,1,0
8.633557957,19.61277785,3,0
12.41910579,19.16797262,3,0
10.57564844,18.42623913,3,0
10.42951654,15.5615302,0,0
